Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2010,304,Gulu,DEPUTY HEADTEACHER,Day,11,10,0,21,21
2010,306,Kotido,Deputy Head master,Both,6,1,,7,2
2010,306,Kotido,HEADTEACHER,Day,3,2,0,5,5
2010,306,Kotido,HEADTEACHER,Both,5,4,1,10,0
2010,306,Kotido,HEADMASTER,Day,3,0,0,3,6
2010,306,Kotido,deputy head teacher,Day,3,1,4,8,0
2010,306,Kotido,Deputy Headmaster,Both,8,2,,10,5
2010,306,Kotido,DEPUTY HEAD TEACHER,Both,4,4,1,9,5
2010,306,Kotido,head teacher,Both,0,0,,0,0
2010,306,Kotido,DEPUTY HEADTEACHER,Both,6,3,1,10,9
2010,306,Kotido,HEADTEACHER,Day,2,1,0,3,1
2010,306,Kotido,HEADTEACHER,Day,2,2,0,4,5
2010,306,Kotido,DEPUTY HEADMASTER,Both,6,3,1,10,10
2010,306,Kotido,,Both,6,5,,11,1
2010,306,Kotido,HEADMASTER,Day,3,0,,3,0
2010,306,Kotido,DEPUTY HEADTEACHER,Both,6,3,1,10,9
2010,306,Kotido,DEPUTY HEADTEACHER,Day,3,1,0,4,0
2010,306,Kotido,HEADMASTER,Both,2,8,0,10,0
2010,306,Kotido,DEPUTY HEADTECHER,Both,9,9,,18,7
2010,306,Kotido,DEPUTY HEADTEACHER,Day,10,7,,17,0
2010,311,Nakapiripirit,teacher,Day,4,0,0,4,5
2010,311,Nakapiripirit,teacher,Day,5,2,0,7,30
2010,311,Nakapiripirit,TEACHER,Both,5,2,0,7,30
2010,311,Nakapiripirit,HEAD TEACHER,Both,3,2,3,8,0
2010,311,Nakapiripirit,HEAD TEACHER,Day,4,0,0,4,0
2010,311,Nakapiripirit,HEADMASTER,Both,3,0,0,3,15
2010,311,Nakapiripirit,HEAD MASTER,Day,4,0,,4,0
2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Both,5,0,1,6,0
2010,311,Nakapiripirit,Headteacher,Day,2,0,4,6,10
2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Day,5,1,0,6,2
2010,311,Nakapiripirit,alinga  gregory  ogwit,Both,3,7,0,10,0
2010,311,Nakapiripirit,DEPUTY HEAD TEACHER,Day,3,1,0,4,9
2010,311,Nakapiripirit,HEAD TEACHER,Day,5,1,,6,12
2010,311,Nakapiripirit,HEADTEACHER,Day,5,0,2,7,0
2010,311,Nakapiripirit,HEADMASTER,Both,8,1,0,9,2
2010,311,Nakapiripirit,headteacher,Both,8,3,0,11,9
2010,311,Nakapiripirit,DEPUTY HEAD TACHER,Day,3,1,1,5,10
2010,311,Nakapiripirit,DEPUTY  HEADTEACHER,Both,10,6,,16,0
2010,311,Nakapiripirit,DEPUTY HEAD TEACHER,Both,9,4,0,13,5
2010,311,Nakapiripirit,DEPUTY,Both,6,2,,8,0
2010,311,Nakapiripirit,HEADTEACHER,Day,3,1,1,5,5
2010,311,Nakapiripirit,HEADTEACHER,Both,9,1,0,10,6
2010,311,Nakapiripirit,Head teacher,Both,5,5,10,20,0
2010,311,Nakapiripirit,HEADTEACHER,Day,0,0,0,0,0
2010,311,Nakapiripirit,HEAD TEACHER,Both,3,3,0,6,0
2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Day,0,0,0,0,5
2010,311,Nakapiripirit,headteacher,Both,7,1,1,9,5
2010,313,Yumbe,HEADMASTER,Day,9,0,,9,24
2010,313,Yumbe,d/h  teacher,Day,10,3,5,18,1
2010,313,Yumbe,HEAD TEACHER,Day,20,9,2,31,14
2010,313,Yumbe,DEPUTY HEADMASTER,Day,7,2,0,9,13
2010,313,Yumbe,HEAD TAECHER,Day,6,4,0,10,0
2010,313,Yumbe,headteacher,Day,7,1,,8,4
2010,313,Yumbe,,Day,14,1,0,15,7
2010,313,Yumbe,HEADTEACHER,Day,10,0,1,11,8
2010,313,Yumbe,LC1,Day,9,0,0,9,39
2010,313,Yumbe,YUMBE,Day,9,4,0,13,4
2010,313,Yumbe,HEADTEACHER,Day,13,3,2,18,11
2010,313,Yumbe,DEPUTY HEAD MASTER,Day,8,0,,8,7
2010,313,Yumbe,HEADTEACHER,Day,5,0,1,6,5
2010,313,Yumbe,Deputy Head master,Day,8,1,0,9,3
2010,313,Yumbe,HEADTEACHER,Day,10,3,0,13,2
2010,313,Yumbe,HEADMASTER,Day,8,0,0,8,10
2010,313,Yumbe,SENIOR WOMAN TR,Day,7,1,2,10,28
2010,313,Yumbe,g1  school,Day,18,6,2,26,85
2010,313,Yumbe,AG. DEPUTY H/TEACHER,Day,17,7,0,24,10
2010,313,Yumbe,TEACHER ON DUTY,Day,9,0,0,9,2
2010,313,Yumbe,DEPUTY H.M,Day,7,1,0,8,10
2010,313,Yumbe,DEPUTY H.M,Day,8,2,0,10,14
2010,313,Yumbe,HEADTEACHER,Day,5,2,,7,7
2010,313,Yumbe,DEPUTY HEADMASTER,Day,20,16,,36,56
2010,313,Yumbe,headmaster,Day,7,0,,7,8
2010,313,Yumbe,DEPUTY HEADTEACHER,Day,11,6,2,19,19
2010,313,Yumbe,,Day,14,0,0,14,8
2010,313,Yumbe,headteacher,Day,13,3,0,16,2
2010,313,Yumbe,HEADMASTER,Day,16,7,2,25,10
2010,316,Amuru,DEPUTY  ASSISTANT,Day,7,3,,10,14
2010,316,Amuru,DEPUTY HEADTEACHE,Day,6,5,2,13,7
2010,316,Amuru,DEPUTY HEAD TEACHER,Day,3,6,1,10,4
2010,316,Amuru,DEPUTY HEADTEACHER,Day,5,1,0,6,15
2010,316,Amuru,HEADTEACHER,Day,2,6,,8,5
2010,316,Amuru,,Day,7,5,0,12,1
2010,316,Amuru,DEPUTY HAEDTEACHER,Day,3,2,0,5,3
2010,316,Amuru,DEPUTY HEADTEACHER,Day,11,2,,13,3
2010,316,Amuru,HAEDTEACHER,Day,20,4,1,25,19
2010,316,Amuru,HEADTEACHER,Day,4,3,0,7,11
2010,316,Amuru,HEADTEACHER,Day,0,0,,0,0
2010,316,Amuru,DEPUTY HEADTEACHER,Day,5,0,0,5,6
2010,316,Amuru,AMURU,Day,5,5,0,10,0
2010,316,Amuru,HEADTEACHER,Day,18,5,1,24,21
2010,316,Amuru,head teacher,Day,7,0,0,7,6
2010,316,Amuru,h.teacher,Day,5,2,0,7,2
2010,316,Amuru,atim  vicky  h/tr,Day,5,2,0,7,2
2010,316,Amuru,DEPUTY HEADTEACHER,Day,3,3,1,7,14
2010,316,Amuru,DEPUTY HEADMASTER,Day,9,0,,9,8
2010,316,Amuru,DUTY HEAD TEACHER,Day,9,3,2,14,7
2010,316,Amuru,HEAD MASTER,Day,15,3,0,18,24
2010,316,Amuru,ocaya  alfred-deputy  1  h/tr,Day,13,9,1,23,24
2010,316,Amuru,SENIOR WOMAN TEACHER,Day,6,6,1,13,0
2010,316,Amuru,DEPUTY  HEADTEACHER,Day,3,2,0,5,5
2010,316,Amuru,HEADTEACHER,Day,11,14,0,25,29
2010,316,Amuru,TEADTEACHER,Day,11,2,0,13,9
2010,316,Amuru,SENIOR WOMAN TEACHER,Day,7,2,0,9,0
2010,316,Amuru,DEPUTY HEADTEACHER,Day,8,1,0,9,40
2010,401,Bundibugyo,deputy  headteacher,Day,7,2,0,9,2
2010,401,Bundibugyo,head teacher,Day,6,1,0,7,6
2010,401,Bundibugyo,headmaster,Day,7,0,0,7,6
2010,401,Bundibugyo,HEADTEACHER,Day,8,1,0,9,9
2010,401,Bundibugyo,HEADTEACHER,Day,2,6,,8,11
2010,401,Bundibugyo,deputy  headteacher,Day,4,0,1,5,1
2010,401,Bundibugyo,DEPUTY HEADMASTER,Day,6,0,1,7,0
2010,401,Bundibugyo,HEADMASTER,Day,1,6,,7,9
2010,401,Bundibugyo,DEPUTY H/T,Day,5,1,1,7,1
2010,401,Bundibugyo,DEPUTY HEAD TEACHER,Day,10,2,0,12,9
2010,401,Bundibugyo,HEADTEACHER,Day,10,6,0,16,9
2010,401,Bundibugyo,DEPUTY HEAD MASTER,Day,11,1,0,12,5
2010,401,Bundibugyo,deputy headteacher,Day,11,1,0,12,5
2010,401,Bundibugyo,deputy headteacher,Day,8,1,0,9,6
2010,401,Bundibugyo,deputy headteacher,Day,7,0,0,7,3
2010,401,Bundibugyo,HEADTEACHER,Day,6,1,0,7,11
2010,401,Bundibugyo,HEAD TEACHER,Day,4,0,0,4,5
2010,401,Bundibugyo,DEPUTY HEADTEACHER,Day,6,8,,14,65
2010,401,Bundibugyo,HEADMASTER,Day,2,0,2,4,0
2010,401,Bundibugyo,HEADMASTER,Day,6,1,0,7,9
2010,401,Bundibugyo,HEADTEACHER,Day,8,1,0,9,11
2010,401,Bundibugyo,HEADTEACHER,Day,7,1,0,8,11
2010,401,Bundibugyo,HEADMASTER,Day,7,1,0,8,4
2010,401,Bundibugyo,HEAD TEACHER,Day,4,9,2,15,11
2010,401,Bundibugyo,BUNDIBUGYO,Day,5,0,0,5,6
2010,401,Bundibugyo,HEADTEACHER,Day,6,3,,9,6
2010,401,Bundibugyo,deputy  headmaster,Day,5,0,,5,7
2010,402,Bushenyi,HEADMASTER,Day,6,4,0,10,4
2010,402,Bushenyi,HEADMASTER,Day,0,4,0,4,18
2010,402,Bushenyi,DEPUYT HEADTECHAER,Day,2,6,0,8,0
2010,402,Bushenyi,KIYANGA,Day,9,2,0,11,1
2010,402,Bushenyi,HEADTEACHER,Day,8,3,0,11,12
2010,402,Bushenyi,DEPUTY HEADTEACHER,Both,18,14,1,33,153
2010,402,Bushenyi,DEPUTY HEADMASTER,Day,8,8,0,16,1
2010,402,Bushenyi,DIRECTOR OF STUDIES,Both,7,8,0,15,1
2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,4,3,0,7,4
2010,402,Bushenyi,headteacher,Day,8,8,1,17,6
2010,402,Bushenyi,HEADTEACHER,Day,3,5,0,8,1
2010,402,Bushenyi,HEAD TEACHER,Day,3,6,0,9,42
2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,3,8,0,11,5
2010,402,Bushenyi,DIRECTOR OF STUDENTS,Day,8,4,,12,0
2010,402,Bushenyi,HEAD TEACHER,Day,4,1,,5,4
2010,402,Bushenyi,HEADMASTER,Day,5,3,0,8,1
2010,402,Bushenyi,HEADTEACHER,Day,2,10,0,12,8
2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,10,4,1,15,1
2010,402,Bushenyi,D.H.M,Day,4,4,1,9,0
2010,402,Bushenyi,Headmaster,Day,5,1,1,7,0
2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,5,8,2,15,54
2010,402,Bushenyi,ASISITANT DEATEACHER,Day,4,7,1,12,2
2010,402,Bushenyi,HEADTEACHER,Day,4,5,0,9,4
2010,402,Bushenyi,HEADTEACHER,Both,12,5,1,18,2
2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,7,1,,8,1
2010,402,Bushenyi,HEAD TEACHER,Day,7,7,0,14,3
2010,402,Bushenyi,ASSISTANT HEAD TEACHER,Day,8,5,0,13,0
2010,402,Bushenyi,HEADTEACHER,Day,4,7,0,11,16
2010,402,Bushenyi,deputy headmaster,Day,4,4,0,8,38
2010,402,Bushenyi,HEADMASTER,Day,8,4,0,12,5
2010,404,Kabale,HEAD TEACHER,Day,4,4,0,8,2
2010,404,Kabale,DEPUTY HEADMASTER,Day,14,0,0,14,2
2010,404,Kabale,DUPUTY HEADMASTER,Day,12,3,1,16,5
2010,404,Kabale,HEADMASTER,Day,11,3,0,14,4
2010,404,Kabale,HEADMASTEER,Day,5,2,1,8,0
2010,404,Kabale,DEPUTY HEADMASTER,Day,11,1,,12,27
2010,404,Kabale,DEPUTY HEADTEACHER,Day,10,3,0,13,14
2010,404,Kabale,Deputy Headmaster,Day,6,2,0,8,9
2010,404,Kabale,HEADMASTER,Day,7,8,,15,10
2010,404,Kabale,HEADMISTRESS,Day,5,8,2,15,1
2010,404,Kabale,DEPUTY,Day,11,12,1,24,5
2010,404,Kabale,HEADTEACHER,Day,11,4,1,16,3
2010,404,Kabale,Headmaster,Day,3,5,0,8,0
2010,404,Kabale,education assistant,Day,6,6,0,12,6
2010,404,Kabale,TEACHER,Day,9,1,1,11,9
2010,404,Kabale,DEPUTY HEADTEACHER,Day,10,0,1,11,18
2010,404,Kabale,HEADNMASTER,Day,9,4,,13,9
2010,404,Kabale,HEAD TEACHER,Day,9,7,0,16,1
2010,404,Kabale,headmaster,Day,18,2,2,22,4
2010,404,Kabale,DEPUTY H/M,Day,8,1,0,9,11
2010,404,Kabale,DEPUTY HEADMASTER,Day,16,5,0,21,20
2010,404,Kabale,HEADMASTER,Day,8,7,0,15,6
2010,404,Kabale,DEPUTY HEADMASTER,Day,9,6,,15,6
2010,404,Kabale,DPUTY HEAD TEACHER,Day,9,6,2,17,0
2010,404,Kabale,headmaster,Day,12,13,0,25,10
2010,407,Kibaale,Headteacher,Day,6,1,1,8,0
2010,407,Kibaale,HEAD TEACHER,Day,4,3,1,8,5
2010,407,Kibaale,HEADTEACHER,Day,8,0,8,16,13
2010,407,Kibaale,DEPUYT,Day,7,0,,7,20
2010,407,Kibaale,headteacher,Day,7,2,0,9,6
2010,407,Kibaale,deputy haedteacher,Day,6,2,1,9,35
2010,407,Kibaale,HEAD TEACHER,Day,5,1,,6,1
2010,407,Kibaale,HEAD TEACHER,Day,4,1,0,5,7
2010,407,Kibaale,h/t,Day,0,0,5,5,11
2010,407,Kibaale,HEAD TEACHER,Day,9,6,2,17,10
2010,407,Kibaale,head teacher,Day,6,8,3,17,19
2010,407,Kibaale,HEADTEACHER,Day,3,2,0,5,2
2010,407,Kibaale,Deputy Headteacher,Day,7,2,0,9,7
2010,407,Kibaale,DEPUTY HEADMASTER,Day,5,1,,6,5
2010,407,Kibaale,HEADTEACHER,Day,3,10,1,14,16
2010,407,Kibaale,HEAD TEACHER,Day,6,1,1,8,4
2010,407,Kibaale,headteacher,Day,6,1,0,7,3
2010,407,Kibaale,DIRECTOR OF STUDIES,Day,5,3,1,9,16
2010,407,Kibaale,class teacher,Day,8,0,1,9,3
2010,407,Kibaale,DEPUTY HEADTEACHER,Day,1,6,0,7,4
2010,407,Kibaale,HEADTEACHER,Day,2,4,1,7,4
2010,407,Kibaale,KIBAALE,Day,9,1,1,11,6
2010,407,Kibaale,,Day,8,5,0,13,16
2010,407,Kibaale,Headteacher,Day,5,3,0,8,0
2010,407,Kibaale,Deputy headteacher,Day,1,5,0,6,4
2010,407,Kibaale,Deputy headteacher,Day,4,5,0,9,8
2010,407,Kibaale,157,Day,2,2,4,8,2
2010,407,Kibaale,Headteacher,Day,6,0,,6,2
2010,407,Kibaale,Headmaster,Day,4,3,0,7,8
2010,407,Kibaale,,Day,9,3,,12,8
2010,412,Rukungiri,HEAD TEACHER,Day,8,3,,11,11
2010,412,Rukungiri,HEAD TEACHER,Day,4,7,2,13,9
2010,412,Rukungiri,HEADMISTRESS,Day,6,5,,11,6
2010,412,Rukungiri,HEADTEACHER,Day,5,11,0,16,3
2010,412,Rukungiri,ASSISTANT HEAD TEACHER,Day,3,8,0,11,11
2010,412,Rukungiri,HEADMASTER,Day,5,6,0,11,0
2010,412,Rukungiri,HEADTEACHER,Day,6,7,0,13,8
2010,412,Rukungiri,HEADMASTER,Day,8,3,0,11,1
2010,412,Rukungiri,HEADTEACHER,Day,3,10,0,13,6
2010,412,Rukungiri,HEADTEACHER,Day,6,0,0,6,2
2010,412,Rukungiri,HEADTEACHER,Boarding,7,1,,8,0
2010,412,Rukungiri,HEADTEACHER,Day,6,3,0,9,4
2010,412,Rukungiri,DEPUTY HEADTEACHER,Day,5,1,0,6,5
2010,412,Rukungiri,deputy headmaster,Day,6,1,0,7,4
2010,412,Rukungiri,HEAD MASTER,Day,7,4,,11,3
2010,412,Rukungiri,HEADMASTER,Day,5,8,0,13,3
2010,412,Rukungiri,HEAD TEACHER,Day,11,4,0,15,16
2010,412,Rukungiri,HEADTEACHER,Day,6,1,0,7,0
2010,412,Rukungiri,HEADMASTER,Day,3,2,0,5,4
2010,412,Rukungiri,head  teacher,Day,8,5,0,13,0
2010,412,Rukungiri,HEADMASTER,Day,1,1,0,2,15
2010,412,Rukungiri,HEADMASTER,Day,6,2,0,8,10
2010,412,Rukungiri,DEPUTY H.M,Day,3,8,0,11,3
2010,412,Rukungiri,DEPUTY H.M,Day,2,3,0,5,2
2010,412,Rukungiri,HEADTEACHER,Day,4,7,0,11,0
2010,412,Rukungiri,DEPUTY H/M,Day,6,7,1,14,7
2010,412,Rukungiri,HEADTEACHER,Day,5,5,0,10,5
2010,412,Rukungiri,CLASSROOMTEACHER,Day,4,1,0,5,3
2010,415,Kyenjojo,HEAD MASTER,Day,4,6,0,10,11
2010,415,Kyenjojo,DEPUTY,Day,7,6,2,15,6
2010,415,Kyenjojo,HEADMASTER,Day,6,2,1,9,6
2010,415,Kyenjojo,DEPUTY HEADTEACHER,Day,5,5,2,12,4
2010,415,Kyenjojo,DEPUTY HEADMASTER,Day,5,8,1,14,0
2010,415,Kyenjojo,HEADTEACHER,Day,6,3,2,11,10
2010,415,Kyenjojo,DEPUTY TEACHER,Day,7,2,2,11,7
2010,415,Kyenjojo,HEADTEACHER,Day,4,2,0,6,4
2010,415,Kyenjojo,teacher,Day,6,2,0,8,7
2010,415,Kyenjojo,HEADTEACHER,Day,9,4,1,14,8
2010,415,Kyenjojo,Head Teacher,Day,8,2,2,12,12
2010,415,Kyenjojo,DEPUTY,Day,15,5,2,22,7
2010,415,Kyenjojo,headteacher,Day,2,8,0,10,0
2010,415,Kyenjojo,head teacher,Day,7,7,0,14,5
2010,415,Kyenjojo,HEADMASTER,Day,7,1,0,8,3
2010,415,Kyenjojo,TEACHER,Day,8,0,1,9,8
2010,415,Kyenjojo,headteacher,Day,5,2,1,8,0
2010,415,Kyenjojo,TEACHER,Day,7,2,1,10,10
2010,415,Kyenjojo,HEADTEACHER,Day,7,2,0,9,0
2010,415,Kyenjojo,Senior Woman/teacher,Day,7,3,10,20,6
2010,415,Kyenjojo,TEACHER ON DUTY,Day,6,2,2,10,10
2010,415,Kyenjojo,HEADTEACHER,Day,7,0,0,7,2
2010,415,Kyenjojo,headteacher,Day,6,2,1,9,0
2010,415,Kyenjojo,DEPUTY HMASTER,Day,8,3,4,15,9
2010,415,Kyenjojo,deputy headmaster,Day,4,5,2,11,7
2010,415,Kyenjojo,DEPUTY HEADTEACHER,Day,3,9,1,13,4
2010,415,Kyenjojo,TEACHER,Day,6,2,2,10,5
2010,415,Kyenjojo,HEADTEACHER,Day,6,3,1,10,1
2010,416,Buliisa,DEPTY HM,Day,10,5,4,19,8
2010,416,Buliisa,DEPUTY HEADTEACHER,Day,8,3,1,12,10
2010,416,Buliisa,DEPUTY HEADMASTER,Day,5,2,1,8,1
2010,416,Buliisa,headteacher,Day,15,5,1,21,18
2010,416,Buliisa,HEADMASTER,Day,13,3,1,17,6
2010,416,Buliisa,deputy headmaster adm,Day,18,4,2,24,109
2010,416,Buliisa,DEPUTY ACADEMICS,Day,9,6,1,16,7
2010,416,Buliisa,Deputy Teacher,Day,7,6,1,14,7
2010,416,Buliisa,DEPUTY HEAD THEACHER,Day,12,2,2,16,8
2010,416,Buliisa,DEPUTY HEADMASTER,Day,18,4,2,24,1
2010,416,Buliisa,HEADTEACHER,Day,4,2,0,6,3
2010,416,Buliisa,DEPUTY H.M,Day,14,3,1,18,5
2010,416,Buliisa,HEADMASTER,Day,11,1,0,12,1
2010,416,Buliisa,HEAD TEACHER,Day,11,2,0,13,7
2010,416,Buliisa,head teacher,Day,7,1,2,10,2
2010,416,Buliisa,DEPUTY HEADMASTER,Day,11,3,1,15,15
2010,416,Buliisa,HEADTEACHER,Day,10,4,1,15,5
2010,416,Buliisa,HEADTEACHER,Day,2,2,1,5,0
2010,416,Buliisa,DEPUTY H/M,Day,8,8,0,16,2
2010,416,Buliisa,HEAD TEACHER,Day,9,3,1,13,6
2010,416,Buliisa,HEAD TEACHER,Day,11,7,1,19,13
2010,416,Buliisa,headteacher,Day,13,3,1,17,6
2010,416,Buliisa,DEPUTY HEAD TEACHER,Day,3,2,0,5,0
2010,416,Buliisa,deputy headmaster,Day,5,0,0,5,0
2010,416,Buliisa,DEPUTY HEADTEACHER,Day,7,1,2,10,3
2010,417,Ibanda,DEPUTY HEADMASTER,Day,6,2,0,8,6
2010,417,Ibanda,DEPUTY HEADTEACHER,Day,11,2,0,13,2
2010,417,Ibanda,HEADTEACHER,Day,8,5,0,13,10
2010,417,Ibanda,HEADMASTER,Day,5,3,0,8,5
2010,417,Ibanda,HEAD TEACHER,Day,7,4,0,11,0
2010,417,Ibanda,DEPUTY HEADMASTER,Day,5,5,6,16,11
2010,417,Ibanda,deputy  headmaster,Day,4,7,0,11,3
2010,417,Ibanda,DEPUTY HEAD TEACHER,Day,4,4,,8,0
2010,417,Ibanda,headteacher,Day,5,3,0,8,6
2010,417,Ibanda,HEADTEACHER,Day,7,1,,8,7
2010,417,Ibanda,Headteacher,Day,7,2,0,9,4
2010,417,Ibanda,HEADTEACHER,Day,15,13,0,28,2
2010,417,Ibanda,HEADTEACHER,Day,6,2,,8,1
2010,417,Ibanda,HEADTEACHER,Day,5,4,0,9,19
2010,417,Ibanda,HEADTEACHER,Day,7,3,,10,5
2010,417,Ibanda,HEAD TEACHER,Day,9,8,0,17,1
2010,417,Ibanda,HEADTEACHER,Day,9,8,1,18,21
2010,417,Ibanda,DEPUTY H.M,Day,9,4,0,13,5
2010,417,Ibanda,DEPUTY H.M,Day,7,2,1,10,0
2010,417,Ibanda,teacher  on  duty,Day,8,0,0,8,2
2010,417,Ibanda,HEADTEACHER,Day,11,4,0,15,19
2010,417,Ibanda,BEYEAMBA REMEGIO,Day,6,8,0,14,0
2010,417,Ibanda,teacher on duty,Day,5,4,,9,9
2010,417,Ibanda,deputy,Day,6,1,0,7,1
2010,417,Ibanda,HEADTEACHER,Day,9,2,0,11,6
2010,417,Ibanda,DEPUTY HEADTEACHER,Day,2,3,0,5,0
2010,417,Ibanda,HEADMASTER,Day,9,1,0,10,22
2010,417,Ibanda,HEADTEACHER,Day,6,3,,9,11
2010,417,Ibanda,HEADMASTER,Day,4,5,,9,3
2010,417,Ibanda,DIRECTOR OF STUDIES,Day,8,2,0,10,19
2011,207,Katakwi,Senior teacher,Day,6,5,6,17,9
2011,101,Kalangala,Head teacher,Day,3,4,,7,
2011,101,Kalangala,Head teacher,Day,3,4,1,8,
2011,101,Kalangala,Head teacher,Day,2,,,2,
2011,101,Kalangala,Head teacher,Day,4,2,,6,
2011,101,Kalangala,Deputy headteacher,Both,4,8,0,12,
2011,101,Kalangala,Head teacher,Day,1,2,,3,2
2011,101,Kalangala,Head teacher,Day,13,3,0,16,
2011,101,Kalangala,Head teacher,Day,2,4,1,7,
2011,101,Kalangala,Head teacher,Day,5,4,0,9,
2011,101,Kalangala,Deputy headteacher,Day,5,3,,8,
2011,101,Kalangala,Head teacher,Both,4,3,,7,
2011,101,Kalangala,Deputy headteacher,Day,5,4,0,9,4
2011,102,Kampala,Head teacher,Day,9,17,,26,0
2011,102,Kampala,Head teacher,Day,3,8,,11,
2011,102,Kampala,Head teacher,Day,4,8,,12,
2011,102,Kampala,Head teacher,Day,4,9,0,13,0
2011,102,Kampala,Head teacher,Day,6,16,,22,
2011,102,Kampala,Head teacher,Day,3,11,3,17,1
2011,102,Kampala,Deputy headteacher,Day,7,10,3,20,2
2011,102,Kampala,Head teacher,Day,12,26,38,76,7
2011,102,Kampala,Head teacher,Day,8,7,,15,
2011,102,Kampala,Head teacher,Day,4,11,1,16,
2011,102,Kampala,Deputy headteacher,Day,6,21,0,27,
2011,102,Kampala,Deputy headteacher,Day,8,8,1,17,
2011,102,Kampala,Head teacher,Day,3,7,,10,
2011,102,Kampala,Senior teacher,Day,12,13,3,28,
2011,102,Kampala,Head teacher,Day,8,22,2,32,
2011,102,Kampala,Head teacher,Day,4,10,0,14,
2011,102,Kampala,Head teacher,Day,16,23,2,41,
2011,102,Kampala,Head teacher,Both,6,14,2,22,1
2011,102,Kampala,Deputy headteacher,Day,2,7,0,9,0
2011,102,Kampala,Deputy headteacher,Day,3,12,,15,
2011,102,Kampala,Head teacher,Day,8,9,,17,11
2011,102,Kampala,Deputy headteacher,Day,8,25,,33,
2011,103,Kiboga,Head teacher,,7,2,0,9,1
2011,103,Kiboga,Deputy headteacher,Boarding,7,3,,10,
2011,103,Kiboga,Deputy headteacher,Day,6,4,,10,
2011,103,Kiboga,Deputy headteacher,Day,6,3,1,10,
2011,103,Kiboga,Senior teacher,Day,6,4,0,10,5
2011,103,Kiboga,Senior teacher,Day,4,3,0,7,7
2011,103,Kiboga,Head teacher,Day,5,3,,8,
2011,103,Kiboga,Deputy headteacher,Day,6,3,2,11,
2011,103,Kiboga,Head teacher,Day,5,9,4,18,
2011,103,Kiboga,Deputy headteacher,Day,4,0,4,8,0
2011,103,Kiboga,Head teacher,Day,5,4,,9,
2011,103,Kiboga,Head teacher,Day,5,3,0,8,8
2011,103,Kiboga,Head teacher,Day,3,6,0,9,2
2011,103,Kiboga,Head teacher,Day,7,6,0,13,5
2011,103,Kiboga,Head teacher,Day,5,5,0,10,16
2011,103,Kiboga,Deputy headteacher,Day,3,2,0,5,1
2011,103,Kiboga,Head teacher,Day,9,2,,11,
2011,103,Kiboga,Deputy headteacher,Day,7,3,2,12,6
2011,103,Kiboga,Head teacher,Day,7,1,0,8,0
2011,103,Kiboga,Deputy headteacher,Day,4,4,,8,
2011,103,Kiboga,Head teacher,Day,3,4,2,9,4
2011,103,Kiboga,Head teacher,Day,7,1,4,12,3
2011,103,Kiboga,Head teacher,Day,5,4,0,9,3
2011,103,Kiboga,Head teacher,Day,7,6,,13,16
2011,104,Luwero,Head teacher,Day,6,9,,15,
2011,104,Luwero,Deputy headteacher,Day,1,6,2,9,12
2011,104,Luwero,Head teacher,Day,6,9,1,16,
2011,104,Luwero,Head teacher,Day,4,6,0,10,1
2011,104,Luwero,Head teacher,Day,5,6,,11,31
2011,104,Luwero,Deputy headteacher,Day,2,8,0,10,7
2011,104,Luwero,Deputy headteacher,Day,5,5,2,12,
2011,104,Luwero,Head teacher,Day,3,5,1,9,8
2011,104,Luwero,Head teacher,Day,5,6,2,13,1
2011,104,Luwero,Deputy headteacher,Day,6,3,,9,10
2011,104,Luwero,Head teacher,Day,3,9,,12,
2011,104,Luwero,Head teacher,Day,2,10,12,24,2
2011,104,Luwero,Head teacher,Day,3,5,,8,
2011,104,Luwero,Head teacher,Day,4,2,,6,
2011,104,Luwero,Head teacher,Day,5,7,,12,
2011,104,Luwero,Deputy headteacher,Day,6,5,1,12,15
2011,104,Luwero,Senior teacher,Day,8,11,0,19,0
2011,104,Luwero,Head teacher,Day,3,6,0,9,0
2011,104,Luwero,Head teacher,Day,3,4,0,7,0
2011,104,Luwero,Head teacher,Both,5,8,5,18,1
2011,104,Luwero,Head teacher,Day,2,2,0,4,0
2011,104,Luwero,Deputy headteacher,Day,3,5,,8,
2011,104,Luwero,Deputy headteacher,Day,5,5,,10,3
2011,104,Luwero,Head teacher,Day,6,5,2,13,
2011,104,Luwero,Head teacher,Day,1,7,0,8,0
2011,104,Luwero,Deputy headteacher,Day,6,8,0,14,1
2011,104,Luwero,Head teacher,Day,4,5,0,9,2
2011,104,Luwero,Head teacher,Day,3,5,2,10,8
2011,105,Masaka,Head teacher,Day,6,6,0,12,11
2011,105,Masaka,Deputy headteacher,Day,5,5,1,11,5
2011,105,Masaka,Head teacher,Day,3,7,10,20,
2011,105,Masaka,Head teacher,Day,4,5,0,9,5
2011,105,Masaka,Head teacher,Day,6,2,,8,
2011,105,Masaka,Head teacher,Day,8,10,0,18,13
