Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2015,117,BUIKWE,3,Government,6,4,,10,
2015,117,BUIKWE,1,Government,6,8,0,14,
2015,117,BUIKWE,1,Private,4,4,,8,
2015,117,BUIKWE,1,Private,5,6,0,11,
2015,117,BUIKWE,1,Government,5,6,0,11,
2015,117,BUIKWE,1,Government,2,11,,13,
2015,117,BUIKWE,1,Government,5,1,0,6,
2015,117,BUIKWE,2,Government,5,5,0,10,
2015,117,BUIKWE,3,Government,3,5,0,8,
2015,117,BUIKWE,1,Government,6,4,,10,
2015,117,BUIKWE,3,Government,6,1,0,7,
2015,117,BUIKWE,2,Private,6,5,0,11,
2015,117,BUIKWE,2,Government,3,5,0,8,
2015,117,BUIKWE,2,Government,6,7,,13,
2015,117,BUIKWE,2,Private,1,8,,9,
2015,117,BUIKWE,2,Government,3,8,1,11,
2015,117,BUIKWE,2,Government,9,11,0,20,
2015,117,BUIKWE,2,Government,9,11,,20,
2015,117,BUIKWE,1,Private,4,8,0,12,
2015,117,BUIKWE,1,Private,9,12,,21,
2015,117,BUIKWE,1,Government,5,8,0,13,
2015,117,BUIKWE,2,Government,4,7,1,11,
2015,117,BUIKWE,1,Private,4,5,0,9,
2015,117,BUIKWE,3,Private,3,6,0,9,
2015,117,BUIKWE,2,Government,3,7,0,10,
2015,118,BUKOMANSIMBI,1,Government,5,6,0,11,
2015,118,BUKOMANSIMBI,1,Private,6,6,0,12,
2015,118,BUKOMANSIMBI,2,Government,7,8,1,15,
2015,118,BUKOMANSIMBI,2,Government,7,8,1,15,
2015,118,BUKOMANSIMBI,2,Government,9,6,0,15,
2015,118,BUKOMANSIMBI,1,Private,8,7,0,15,
2015,118,BUKOMANSIMBI,2,Government,4,6,0,10,
2015,118,BUKOMANSIMBI,2,Government,4,6,0,10,
2015,118,BUKOMANSIMBI,1,Private,3,6,0,9,
2015,118,BUKOMANSIMBI,2,Private,4,5,0,9,
2015,118,BUKOMANSIMBI,1,Government,5,3,0,8,
2015,118,BUKOMANSIMBI,3,Government,4,4,0,8,
2015,118,BUKOMANSIMBI,3,Private,5,3,0,8,
2015,118,BUKOMANSIMBI,2,Community,11,6,0,17,
2015,118,BUKOMANSIMBI,1,Government,4,8,0,12,
2015,118,BUKOMANSIMBI,,Community,6,6,0,12,
2015,118,BUKOMANSIMBI,,Private,5,6,0,11,
2015,118,BUKOMANSIMBI,2,Government,6,10,4,1,
2015,118,BUKOMANSIMBI,2,Private,10,5,0,15,
2015,118,BUKOMANSIMBI,1,Government,3,7,0,10,
2015,118,BUKOMANSIMBI,1,Government,5,4,0,9,
2015,118,BUKOMANSIMBI,2,Government,4,12,3,16,
2015,118,BUKOMANSIMBI,1,Government,6,5,2,11,
2015,118,BUKOMANSIMBI,2,Government,5,8,0,13,
2015,118,BUKOMANSIMBI,1,Government,4,4,0,8,
2015,118,BUKOMANSIMBI,2,Government,5,8,0,13,
2015,118,BUKOMANSIMBI,2,Government,9,5,1,14,
2015,118,BUKOMANSIMBI,1,Government,5,7,0,12,
2015,118,BUKOMANSIMBI,2,Private,5,10,1,15,
2015,118,BUKOMANSIMBI,1,Government,10,6,0,16,
2015,119,BUTAMBALA,1,Government,4,9,3,13,
2015,119,BUTAMBALA,1,Government,5,5,0,10,
2015,119,BUTAMBALA,2,Government,4,7,0,11,
2015,119,BUTAMBALA,2,Government,1,11,0,12,
2015,119,BUTAMBALA,1,Government,5,4,0,9,
2015,119,BUTAMBALA,2,Government,4,6,0,10,
2015,119,BUTAMBALA,3,Government,4,8,0,12,
2015,119,BUTAMBALA,1,Government,6,3,1,9,
2015,119,BUTAMBALA,1,Government,3,7,0,10,
2015,119,BUTAMBALA,1,Private,5,6,0,11,
2015,119,BUTAMBALA,,Government,4,7,0,11,
2015,119,BUTAMBALA,1,Government,7,5,0,12,
2015,119,BUTAMBALA,2,Government,3,4,0,7,
2015,119,BUTAMBALA,3,Government,3,5,0,8,
2015,119,BUTAMBALA,3,Government,2,6,0,8,
2015,119,BUTAMBALA,2,Government,1,6,0,7,
2015,119,BUTAMBALA,1,Government,6,9,0,15,
2015,119,BUTAMBALA,1,Private,8,8,0,16,
2015,119,BUTAMBALA,2,Government,4,7,0,11,
2015,119,BUTAMBALA,3,Government,2,5,0,7,
2015,119,BUTAMBALA,1,Government,5,7,0,12,
2015,119,BUTAMBALA,3,Government,4,5,0,9,
2015,119,BUTAMBALA,2,Government,3,4,0,7,
2015,119,BUTAMBALA,1,Government,6,7,0,13,
2015,119,BUTAMBALA,3,Government,5,6,0,11,
2015,119,BUTAMBALA,3,Government,2,6,0,8,
2015,119,BUTAMBALA,2,,2,8,,10,
2015,119,BUTAMBALA,2,Government,5,4,0,9,
2015,119,BUTAMBALA,1,Government,3,13,6,16,
2015,119,BUTAMBALA,1,Community,5,4,1,9,
2015,120,BUVUMA,1,Government,6,3,0,9,
2015,120,BUVUMA,1,Government,7,3,0,10,
2015,120,BUVUMA,1,Government,8,2,0,10,
2015,120,BUVUMA,,Government,5,3,0,8,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,1,Private,5,3,2,8,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,1,Community,6,2,0,8,
2015,120,BUVUMA,,Private,1,3,0,4,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,1,Private,4,3,1,7,
2015,120,BUVUMA,1,Private,5,1,0,6,
2015,120,BUVUMA,1,Private,2,3,0,5,
2015,120,BUVUMA,3,Private,1,2,0,12,
2015,120,BUVUMA,1,Government,8,6,0,14,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,1,Government,5,7,0,12,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,,,,,,,
2015,120,BUVUMA,3,Government,5,4,0,9,
2015,120,BUVUMA,,Community,5,3,0,8,
2015,120,BUVUMA,1,Government,7,3,0,10,
2015,120,BUVUMA,1,Government,5,8,0,13,
2015,120,BUVUMA,1,Government,8,6,0,14,
2015,120,BUVUMA,1,Private,5,2,0,7,
2015,120,BUVUMA,1,Government,6,6,1,12,
2015,121,GOMBA,1,Government,6,9,0,15,
2015,121,GOMBA,2,Government,5,2,0,7,
2015,121,GOMBA,1,Government,3,4,1,7,
2015,121,GOMBA,2,Government,3,5,1,8,
2015,121,GOMBA,1,Private,4,4,0,8,
2015,121,GOMBA,2,Private,8,6,0,14,
2015,121,GOMBA,1,Government,5,5,0,10,
2015,121,GOMBA,1,Government,5,4,0,9,
2015,121,GOMBA,3,Government,4,4,0,8,
2015,121,GOMBA,3,Government,5,14,0,19,
2015,121,GOMBA,3,Government,4,3,0,7,
2015,121,GOMBA,1,Government,4,2,0,6,
2015,121,GOMBA,1,Government,4,5,0,9,
2015,121,GOMBA,,Government,5,4,0,9,
2015,121,GOMBA,1,Government,4,5,0,9,
2015,121,GOMBA,3,Government,5,14,0,19,
2015,121,GOMBA,1,Government,6,9,0,15,
2015,121,GOMBA,1,Government,6,3,0,9,
2015,121,GOMBA,2,Government,5,3,,8,
2015,121,GOMBA,2,Government,4,5,0,9,
2015,121,GOMBA,1,Government,5,4,0,9,
2015,121,GOMBA,2,Government,5,5,2,10,
2015,121,GOMBA,1,Private,8,3,0,11,
2015,121,GOMBA,2,Government,3,5,0,8,
2015,121,GOMBA,1,Government,6,8,0,14,
2015,121,GOMBA,3,Private,4,8,0,12,
2015,121,GOMBA,2,Government,5,2,0,8,
2015,121,GOMBA,1,Government,4,5,0,9,
2015,121,GOMBA,1,Government,5,2,0,7,
2015,121,GOMBA,1,Government,8,7,0,15,
2015,122,KALUNGU,1,Government,2,6,0,8,
2015,122,KALUNGU,1,Private,3,8,0,11,
2015,122,KALUNGU,2,Government,3,9,0,12,
2015,122,KALUNGU,1,Government,1,5,0,6,
2015,122,KALUNGU,1,Private,6,9,0,15,
2015,122,KALUNGU,1,Government,3,8,1,11,
2015,122,KALUNGU,2,Private,5,8,0,13,
2015,122,KALUNGU,1,Government,8,4,0,12,
2015,122,KALUNGU,3,Government,5,7,0,12,
2015,122,KALUNGU,1,Government,7,7,0,14,
2015,122,KALUNGU,1,Government,6,8,0,14,
2015,122,KALUNGU,1,Government,3,6,0,9,
2015,122,KALUNGU,1,Community,6,9,0,15,
2015,122,KALUNGU,1,Government,5,6,0,11,
2015,122,KALUNGU,2,Government,16,12,0,28,
2015,122,KALUNGU,3,Private,3,7,0,10,
2015,122,KALUNGU,2,Government,4,6,0,10,
2015,122,KALUNGU,1,Government,5,3,0,8,
2015,122,KALUNGU,1,Private,8,5,0,13,
2015,122,KALUNGU,1,Government,7,5,1,12,
2015,122,KALUNGU,1,Government,5,6,0,11,
2015,122,KALUNGU,1,Government,8,6,0,14,
2015,122,KALUNGU,1,Government,5,3,0,8,
2015,122,KALUNGU,1,Private,5,7,0,12,
2015,122,KALUNGU,1,Private,6,10,0,16,
2015,122,KALUNGU,2,Government,3,12,0,15,
2015,122,KALUNGU,1,Government,9,16,1,25,
2015,122,KALUNGU,1,Government,5,11,0,16,
2015,122,KALUNGU,1,Government,4,8,1,12,
2015,122,KALUNGU,2,Private,4,6,0,10,
2015,123,KYANKWANZI,3,Government,6,4,0,10,
2015,123,KYANKWANZI,1,Government,6,4,0,10,
2015,123,KYANKWANZI,3,Government,4,5,1,9,
2015,123,KYANKWANZI,1,Government,8,1,0,9,
2015,123,KYANKWANZI,1,Government,9,2,0,11,
2015,123,KYANKWANZI,1,Government,7,5,0,12,
2015,123,KYANKWANZI,1,Government,7,5,0,12,
2015,123,KYANKWANZI,1,Private,5,4,1,9,
2015,123,KYANKWANZI,2,Government,7,3,2,10,
2015,123,KYANKWANZI,2,Government,8,2,0,10,
2015,123,KYANKWANZI,1,Government,5,3,1,8,
2015,123,KYANKWANZI,1,Government,8,3,0,11,
2015,123,KYANKWANZI,1,Private,4,3,0,7,
2015,123,KYANKWANZI,3,Government,10,2,0,12,
2015,123,KYANKWANZI,2,Government,6,4,0,10,
2015,123,KYANKWANZI,1,Government,1,6,0,7,
2015,123,KYANKWANZI,1,Government,6,3,,9,
2015,123,KYANKWANZI,,Government,6,6,0,12,
2015,123,KYANKWANZI,2,Government,7,4,0,10,
2015,123,KYANKWANZI,1,Government,7,6,0,13,
2015,123,KYANKWANZI,1,Government,7,3,0,10,
2015,123,KYANKWANZI,,Government,6,4,0,10,
2015,123,KYANKWANZI,2,Government,6,0,0,6,
2015,123,KYANKWANZI,3,Government,5,9,0,14,
2015,123,KYANKWANZI,1,Government,4,8,0,12,
2015,123,KYANKWANZI,2,Government,4,4,0,3,
2015,123,KYANKWANZI,1,Government,10,6,1,16,
2015,123,KYANKWANZI,3,Government,4,9,0,13,
2015,123,KYANKWANZI,1,Government,5,7,0,12,
2015,123,KYANKWANZI,2,Private,7,8,0,15,
2015,124,LWENGO,3,Government,5,4,0,9,
2015,124,LWENGO,2,Government,6,14,0,20,
2015,124,LWENGO,1,Private,3,6,0,9,
2015,124,LWENGO,2,Government,5,10,0,15,
2015,124,LWENGO,1,Government,6,11,0,17,
2015,124,LWENGO,2,Government,5,3,1,8,
2015,124,LWENGO,1,Government,4,7,0,11,
2015,124,LWENGO,1,Government,4,7,0,11,
2015,124,LWENGO,1,Private,8,9,0,17,
2015,124,LWENGO,2,Community,9,7,1,16,
2015,124,LWENGO,2,Government,5,6,0,11,
2015,124,LWENGO,2,Government,5,3,1,8,
2015,124,LWENGO,2,Government,6,4,0,10,
2015,124,LWENGO,1,Government,4,6,0,10,
2015,124,LWENGO,3,Government,6,1,0,7,
2015,124,LWENGO,2,Government,4,9,0,13,
2015,124,LWENGO,3,Government,5,5,0,10,
2015,124,LWENGO,1,Private,8,12,0,20,
2015,124,LWENGO,3,Government,5,7,0,12,
2015,124,LWENGO,3,Government,5,4,0,9,
2015,124,LWENGO,1,Government,5,5,2,10,
2015,124,LWENGO,2,Government,6,4,0,10,
2015,124,LWENGO,2,Government,3,7,0,10,
2015,124,LWENGO,1,Government,5,9,1,14,
2015,124,LWENGO,1,Community,4,7,0,11,
2015,124,LWENGO,2,Government,6,2,1,8,
2015,124,LWENGO,1,Government,6,2,0,8,
2015,124,LWENGO,2,Government,10,8,1,18,
2015,124,LWENGO,2,Government,10,8,1,18,
2015,124,LWENGO,2,Government,3,9,1,12,
2015,201,BUGIRI,1,Government,8,1,0,9,
2015,201,BUGIRI,2,Government,6,3,0,9,
2015,201,BUGIRI,1,Government,8,7,0,15,
2015,201,BUGIRI,1,Government,11,3,0,14,
2015,201,BUGIRI,2,Government,6,3,0,9,
2015,201,BUGIRI,1,Government,10,3,1,13,
2015,201,BUGIRI,1,Government,7,0,0,7,
2015,201,BUGIRI,1,Government,8,2,2,10,
2015,201,BUGIRI,1,Government,7,12,0,19,
2015,201,BUGIRI,2,Government,4,8,1,12,
2015,201,BUGIRI,1,Government,5,10,0,15,
2015,201,BUGIRI,2,Community,4,4,0,8,
2015,201,BUGIRI,1,Government,1,6,0,7,
2015,201,BUGIRI,1,Government,6,6,0,12,
2015,201,BUGIRI,1,Government,7,15,5,22,
2015,201,BUGIRI,2,Government,10,5,1,15,
2015,201,BUGIRI,2,Government,5,6,0,11,
2015,201,BUGIRI,1,Government,3,9,0,12,
2015,201,BUGIRI,1,Government,11,10,0,21,
2015,201,BUGIRI,2,Government,9,4,0,13,
2015,201,BUGIRI,1,Government,6,6,0,12,
2015,201,BUGIRI,1,Government,5,2,0,7,
2015,201,BUGIRI,3,Government,6,5,0,11,
2015,201,BUGIRI,2,Government,8,2,0,10,
2015,201,BUGIRI,3,Private,3,5,1,8,
2015,201,BUGIRI,2,Government,6,7,0,13,
2015,201,BUGIRI,1,Government,2,6,0,8,
2015,201,BUGIRI,1,Government,11,10,0,21,
2015,201,BUGIRI,1,Government,5,8,0,13,
2015,201,BUGIRI,1,Government,11,10,0,21,
2015,202,BUSIA,1,Government,10,13,0,23,
2015,202,BUSIA,1,Government,9,4,0,13,
2015,202,BUSIA,2,Government,12,12,2,24,
2015,202,BUSIA,2,Government,8,0,0,8,
2015,202,BUSIA,1,Government,7,3,2,10,
2015,202,BUSIA,1,Government,9,1,0,10,
2015,202,BUSIA,,Government,0,4,0,14,
2015,202,BUSIA,1,Government,3,4,1,7,
2015,202,BUSIA,3,Government,7,8,0,15,
2015,202,BUSIA,1,Government,8,1,0,9,
2015,202,BUSIA,2,Government,20,21,2,41,
2015,202,BUSIA,1,Government,8,7,1,15,
2015,202,BUSIA,1,Community,5,7,0,12,
2015,202,BUSIA,2,Government,12,10,0,22,
2015,202,BUSIA,1,Government,7,6,0,13,
2015,202,BUSIA,3,Government,10,8,0,18,
2015,202,BUSIA,1,Government,10,13,0,23,
2015,202,BUSIA,1,Government,12,5,1,17,
2015,202,BUSIA,1,Government,7,2,0,9,
2015,202,BUSIA,1,Government,9,9,0,18,
2015,202,BUSIA,1,Government,10,5,0,15,
2015,202,BUSIA,1,Government,9,9,0,18,
2015,202,BUSIA,2,Government,11,17,1,28,
2015,202,BUSIA,2,Government,11,5,1,16,
2015,202,BUSIA,1,Government,11,18,3,29,
2015,202,BUSIA,1,Government,8,16,1,24,
2015,202,BUSIA,1,Private,10,12,1,22,
2015,202,BUSIA,2,Government,11,12,3,23,
2015,202,BUSIA,1,Private,8,7,0,18,
2015,202,BUSIA,2,Government,11,12,3,23,
2015,203,IGANGA,2,Government,7,11,0,18,
2015,203,IGANGA,2,Government,0,12,2,22,
2015,203,IGANGA,2,Government,12,7,0,19,
2015,203,IGANGA,1,Government,16,14,7,30,
2015,203,IGANGA,1,Government,6,5,0,0,
2015,203,IGANGA,1,Government,7,6,0,13,
2015,203,IGANGA,1,Government,8,4,0,12,
2015,203,IGANGA,1,Government,14,8,2,22,
2015,203,IGANGA,1,Government,9,10,0,19,
2015,203,IGANGA,1,Government,6,13,0,19,
2015,203,IGANGA,1,Government,7,2,1,9,
2015,203,IGANGA,1,Government,11,10,1,21,
2015,203,IGANGA,1,Private,7,3,0,10,
2015,203,IGANGA,1,Government,12,20,1,32,
2015,203,IGANGA,1,Government,15,19,1,34,
2015,203,IGANGA,2,Government,5,15,3,20,
2015,203,IGANGA,2,Government,4,10,0,14,
2015,203,IGANGA,2,Government,9,12,1,21,
2015,203,IGANGA,2,Government,5,8,1,13,
2015,203,IGANGA,2,Government,9,11,0,20,
2015,203,IGANGA,1,Government,10,12,2,22,
2015,203,IGANGA,1,Government,5,7,1,12,
2015,203,IGANGA,,Government,13,10,0,23,
2015,203,IGANGA,2,Government,5,12,1,17,
2015,203,IGANGA,,Government,9,15,0,24,
2015,203,IGANGA,1,Government,16,13,1,29,
2015,203,IGANGA,1,Private,7,6,0,13,
2015,203,IGANGA,1,Government,10,23,0,33,
2015,203,IGANGA,2,Private,6,9,2,15,
2015,203,IGANGA,2,Government,11,22,1,33,
2015,204,JINJA,1,Government,10,10,4,20,
2015,204,JINJA,1,Private,4,3,1,7,
2015,204,JINJA,1,Private,9,6,0,15,
2015,204,JINJA,3,Government,2,15,0,17,
2015,204,JINJA,2,Government,6,19,1,25,
2015,204,JINJA,2,Government,5,17,1,22,
2015,204,JINJA,2,Government,4,9,0,13,
2015,204,JINJA,2,Private,5,9,0,14,
2015,204,JINJA,2,Government,5,10,1,15,
2015,204,JINJA,2,Government,8,9,0,17,
2015,204,JINJA,,Government,5,12,1,17,
2015,204,JINJA,1,Government,6,9,0,15,
2015,204,JINJA,3,Government,10,4,1,14,
2015,204,JINJA,1,Government,10,4,0,14,
2015,204,JINJA,3,Government,9,11,0,20,
2015,204,JINJA,2,Government,4,13,2,17,
2015,204,JINJA,,Government,5,10,0,15,
2015,204,JINJA,2,Government,9,12,0,21,
2015,204,JINJA,3,Government,7,2,0,9,
2015,204,JINJA,3,Government,6,8,0,14,
2015,204,JINJA,1,Private,7,8,0,15,
2015,204,JINJA,1,Government,8,19,0,27,
2015,204,JINJA,2,Government,12,23,0,35,
2015,204,JINJA,2,Government,5,18,0,23,
2015,204,JINJA,1,Private,3,9,0,12,
2015,204,JINJA,1,Private,3,6,0,9,
2015,204,JINJA,2,Government,6,17,0,23,
2015,204,JINJA,2,Government,10,16,0,26,
2015,204,JINJA,1,Government,7,8,0,15,
2015,204,JINJA,3,Government,4,20,2,24,
2015,205,KAMULI,2,Government,13,13,2,26,
2015,205,KAMULI,,Government,5,5,1,10,
2015,205,KAMULI,1,Government,4,2,0,6,
2015,205,KAMULI,1,Government,10,2,0,12,
2015,205,KAMULI,1,Government,14,3,0,17,
2015,205,KAMULI,1,Government,12,5,0,17,
2015,205,KAMULI,1,Government,4,7,1,11,
2015,205,KAMULI,2,Government,8,9,1,17,
2015,205,KAMULI,1,Government,6,5,1,11,
2015,205,KAMULI,,,11,11,0,22,
2015,205,KAMULI,1,Government,3,15,0,18,
2015,205,KAMULI,3,Government,16,8,0,24,
2015,205,KAMULI,1,Government,7,12,1,19,
2015,205,KAMULI,1,Government,4,7,0,11,
2015,205,KAMULI,1,Government,11,3,0,14,
2015,205,KAMULI,1,Government,5,3,0,8,
2015,205,KAMULI,2,Government,5,8,0,13,
2015,205,KAMULI,3,Government,6,7,0,13,
2015,205,KAMULI,1,Government,10,3,0,13,
2015,205,KAMULI,1,Government,14,11,0,25,
2015,205,KAMULI,2,Government,3,14,0,17,
2015,205,KAMULI,1,Government,10,6,1,16,
2015,205,KAMULI,1,Government,7,8,0,15,
2015,205,KAMULI,2,Government,10,5,0,15,
2015,205,KAMULI,1,Government,4,5,0,9,
2015,205,KAMULI,1,Government,6,6,1,12,
2015,205,KAMULI,1,Government,3,10,0,13,
2015,205,KAMULI,3,Government,10,12,0,22,
2015,205,KAMULI,2,Government,4,10,0,14,
2015,205,KAMULI,1,Government,24,13,2,37,
2015,206,KAPCHORWA,2,Government,7,2,1,9,
2015,206,KAPCHORWA,,Government,9,8,0,17,
2015,206,KAPCHORWA,1,Government,8,6,0,14,
2015,206,KAPCHORWA,1,Private,5,6,0,11,
2015,206,KAPCHORWA,1,Government,12,2,0,14,
2015,206,KAPCHORWA,1,Government,5,4,0,9,
2015,206,KAPCHORWA,1,Government,4,10,1,14,
2015,206,KAPCHORWA,1,Government,4,10,1,14,
2015,206,KAPCHORWA,1,Government,7,2,1,9,
2015,206,KAPCHORWA,1,Government,10,5,0,15,
2015,206,KAPCHORWA,1,Government,6,5,0,11,
2015,206,KAPCHORWA,,Government,12,6,0,18,
2015,206,KAPCHORWA,,Government,5,19,5,24,
2015,206,KAPCHORWA,3,Government,5,8,0,13,
2015,206,KAPCHORWA,1,Government,8,16,0,24,
2015,206,KAPCHORWA,1,Government,6,18,1,24,
2015,206,KAPCHORWA,3,Government,10,8,0,18,
2015,206,KAPCHORWA,,Government,9,4,0,13,
2015,206,KAPCHORWA,1,Government,7,3,1,10,
2015,206,KAPCHORWA,1,Government,7,2,0,9,
2015,206,KAPCHORWA,2,Government,5,5,0,10,
2015,206,KAPCHORWA,2,Government,8,6,0,14,
2015,206,KAPCHORWA,2,Government,8,6,0,14,
2015,206,KAPCHORWA,1,Government,5,4,0,9,
2015,206,KAPCHORWA,1,Government,8,6,0,14,
2015,206,KAPCHORWA,1,Government,6,18,1,24,
2015,206,KAPCHORWA,,Government,4,13,0,17,
2015,206,KAPCHORWA,1,Government,6,18,1,24,
2015,206,KAPCHORWA,1,Government,6,18,1,24,
2015,207,KATAKWI,2,Government,8,4,3,12,
2015,207,KATAKWI,1,Government,9,2,2,11,
2015,207,KATAKWI,1,Government,5,4,0,9,
2015,207,KATAKWI,1,Government,7,3,0,10,
2015,207,KATAKWI,1,Government,6,5,1,11,
2015,207,KATAKWI,2,Government,5,3,0,8,
2015,207,KATAKWI,1,Government,5,2,0,7,
2015,207,KATAKWI,2,Government,11,6,1,17,
2015,207,KATAKWI,2,Government,7,2,1,9,
2015,207,KATAKWI,1,Government,6,2,2,8,
2015,207,KATAKWI,3,Government,8,2,0,10,
2015,207,KATAKWI,1,Government,5,4,1,9,
2015,207,KATAKWI,2,Government,6,3,0,9,
2015,207,KATAKWI,2,Government,5,3,2,8,
2015,207,KATAKWI,,Government,7,2,0,9,
2015,207,KATAKWI,,Government,8,1,0,9,
2015,207,KATAKWI,2,Government,5,5,2,10,
2015,207,KATAKWI,2,Government,5,5,2,10,
